[2024-10-16 17:54:17.983659] [0x0000007f8e48c010] [LogDataTag] [0x000063df] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-10-16 17:54:36.887323] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [7973] , 19.8865, 505, 0.0124063, -0.0367146, -0.873225, -0.0112158, -0.00909414, -0.178062, 0.000610475, 0.0440842, 0.009683, -0.0352987, 0.311809, -0.00144619, 0, 0, -1, 0, 0, 0, 0.0772789, -0.0451884, 0, -0.0456513, -0.626402, 0, -0.0456513, -0.626401, 0.000382403, 0.296472, -2.45413, 0.0018233, 0.0124063, -0.0367146, 0.126775, -0.07076, -0.110857, 0.426934, -0.0112158, -0.00909414, -0.178062, -0.0766684, 0.0892726, 0.009683, -0.317654, 0.153283, 0.295245, 0.0103526, 0.938211, -0.00182859, 0.00949241, 2.11322, -27.0739, 1.22307, 2.09652, -27.0476, 27.1562, 0.0505472, -0.184144, -0.0126512, 6.17168, 7.34425, 6.46221, 7.17812, 0.438145, 0.493001, 0.452079, 0.485419, 
[2024-10-16 17:54:36.897281] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [7980] , 19.8965, 493, 0.0128723, -0.0370649, -0.875828, -0.0292723, -0.00468798, -0.178926, 0.000333507, 0.0490781, 0.00949632, -0.0172919, 0.289226, -0.00917676, 0, 0, -1, 0, 0, 0, 0.0754366, -0.0625127, 0, 0.113698, -0.643666, 0, 0.113698, -0.643666, 0.000214667, 0.404607, -2.79866, 0.00215906, 0.0128723, -0.0370649, 0.124172, -0.070636, -0.111224, 0.428202, -0.0292723, -0.00468798, -0.178926, -0.0751031, 0.111591, 0.00949632, -0.318421, 0.154176, 0.295342, -0.13099, 0.932892, -0.00939142, 0.34172, 2.04369, -26.8744, 1.67909, 2.0314, -26.825, 26.9542, 0.0756532, -0.198738, -0.00797723, 6.03853, 7.39935, 6.41949, 7.09683, 0.431666, 0.495506, 0.450047, 0.481692, 
[2024-10-16 17:54:36.907394] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [7987] , 19.9065, 551, 0.0128723, -0.0370649, -0.875828, -0.0292723, -0.00468798, -0.178926, 0.000333507, 0.0490781, 0.00949632, -0.0172919, 0.289226, -0.00917676, 0, 0, -1, 0, 0, 0, 0.0754658, -0.0624918, 0, 0.136143, -0.825464, 0, 0.136143, -0.825464, 0.000275298, 0.982118, -2.42213, 0.00124211, 0.0128723, -0.0370649, 0.124172, -0.0705072, -0.111595, 0.429444, -0.0292723, -0.00468798, -0.178926, -0.0751323, 0.11157, 0.00949632, -0.319172, 0.155292, 0.295437, -0.153435, 1.11469, -0.00945205, 0.341247, 2.04505, -26.882, 1.67901, 2.03277, -26.8327, 26.9619, 0.0975482, -0.210059, -0.00727491, 5.9637, 7.48147, 6.44011, 7.0766, 0.427996, 0.499231, 0.451028, 0.480762, 
[2024-10-16 17:54:36.917355] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [7993] , 19.9165, 529, 0.0130496, -0.0372706, -0.87717, -0.0109667, -0.00191328, -0.168172, -6.26572e-05, 0.0509129, 0.0094727, -0.037409, 0.19552, -0.011562, 0, 0, -1, 0, 0, 0, 0.073855, -0.0508371, 0, 0.124703, -0.773046, 0, 0.124703, -0.773046, -4.84369e-05, 1.25389, -2.21595, 0.000471229, 0.0130496, -0.0372706, 0.12283, -0.0703785, -0.111965, 0.430686, -0.0109667, -0.00191328, -0.168172, -0.0739177, 0.10175, 0.0094727, -0.319923, 0.156408, 0.295532, -0.162112, 0.968566, -0.0115135, -0.0210161, 2.00116, -27.071, 1.37561, 2.00296, -27.0359, 27.1449, 0.106935, -0.18672, -0.00594439, 6.05136, 7.49185, 6.56363, 7.03803, 0.432293, 0.499701, 0.456882, 0.478988, 
[2024-10-16 17:54:36.927324] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [7999] , 19.9265, 506, 0.0132202, -0.03749, -0.878402, -0.0295573, -0.00175615, -0.158913, -0.000220494, 0.0529549, 0.00945784, -0.00599807, 0.261074, -0.00758628, 0, 0, -1, 0, 0, 0, 0.0737293, -0.0658708, 0, 0.0739448, -0.43982, 0, 0.0739448, -0.43982, -9.69775e-05, 1.10135, -1.31075, -0.00143874, 0.0132202, -0.03749, 0.121598, -0.070248, -0.112338, 0.431914, -0.0295573, -0.00175615, -0.158913, -0.0739498, 0.118826, 0.00945784, -0.320663, 0.157425, 0.295627, -0.0799428, 0.700894, -0.0074893, 0.332696, 2.00862, -27.2292, 1.79243, 2.01137, -27.172, 27.3052, 0.0890355, -0.145026, -0.00861024, 6.23222, 7.37807, 6.67674, 7.01821, 0.441071, 0.494539, 0.462204, 0.478075, 
[2024-10-16 17:54:36.937415] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8005] , 19.9365, 524, 0.0131094, -0.0377858, -0.87969, -0.0486695, -0.00649147, -0.171214, -0.00042832, 0.0547362, 0.00974689, -0.027733, 0.165157, 0.0342918, 0, 0, -1, 0, 0, 0, 0.0787795, -0.0818566, 0, 0.0377691, -0.463368, 0, 0.0377691, -0.463368, -0.00019847, 0.521258, 0.945425, -0.00269356, 0.0131094, -0.0377858, 0.12031, -0.0701158, -0.112713, 0.43313, -0.0486695, -0.00649147, -0.171214, -0.0792078, 0.136593, 0.00974689, -0.321402, 0.158613, 0.295721, -0.0655022, 0.628525, 0.0344903, 0.707135, 2.11418, -26.8287, 2.19438, 2.11864, -26.7478, 26.9211, 0.0706456, -0.0956141, -0.0300955, 6.2516, 7.061, 6.71868, 6.88985, 0.442005, 0.480045, 0.464169, 0.472141, 
[2024-10-16 17:54:36.947345] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8012] , 19.9465, 556, 0.013185, -0.0380895, -0.880902, -0.000404962, 0.0052396, -0.14859, -0.000503849, 0.055147, 0.00998463, -0.00471205, 0.0550745, 0.0204113, 0, 0, -1, 0, 0, 0, 0.07001, -0.0473388, 0, 0.0966118, -0.655363, 0, 0.0966118, -0.655363, -0.000330204, -0.179781, 2.3129, -0.00334188, 0.013185, -0.0380895, 0.119098, -0.0699847, -0.113091, 0.434333, -0.000404962, 0.0052396, -0.14859, -0.0705139, 0.102486, 0.00998463, -0.322194, 0.159979, 0.295819, -0.101324, 0.710438, 0.0207415, -0.232453, 1.90065, -27.332, 1.29337, 1.91663, -27.3012, 27.399, 0.0496498, -0.0633055, -0.0243837, 6.51535, 7.06424, 6.85951, 6.95985, 0.454599, 0.480194, 0.470733, 0.475381, 
[2024-10-16 17:54:36.957304] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8018] , 19.9565, 493, 0.0132723, -0.0383769, -0.882212, -0.00831349, 0.000378388, -0.140696, -0.000581487, 0.0564856, 0.0102099, -0.00816757, 0.152452, 0.0304125, 0, 0, -1, 0, 0, 0, 0.0736421, -0.054218, 0, -0.0332673, -0.0826981, 0, -0.0332673, -0.082698, -4.80879e-05, -0.439956, 2.0403, -0.00348666, 0.0132723, -0.0383769, 0.117788, -0.0698529, -0.113472, 0.435524, -0.00831349, 0.000378388, -0.140696, -0.0742236, 0.110704, 0.0102099, -0.322899, 0.161004, 0.295919, 0.0250997, 0.23515, 0.0304606, -0.0828187, 2.00832, -27.4492, 1.48745, 2.025, -27.4078, 27.5227, 0.0232105, -0.021475, -0.0302504, 6.69884, 6.9138, 6.95241, 6.95768, 0.46324, 0.473251, 0.475038, 0.475281, 
[2024-10-16 17:54:36.967279] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8024] , 19.9665, 484, 0.0128167, -0.0390968, -0.8844, -0.0327403, 0.00739907, -0.140165, -0.000652376, 0.0565341, 0.0106227, -0.00587721, 0.00162884, 0.0171155, 0, 0, -1, 0, 0, 0, 0.070057, -0.0722025, 0, -0.0269782, 0.0724392, 0, -0.0269782, 0.0724392, 4.72577e-05, -1.01214, 3.47327, -0.00166564, 0.0128167, -0.0390968, 0.1156, -0.0697201, -0.113855, 0.436702, -0.0327403, 0.00739907, -0.140165, -0.0707094, 0.128737, 0.0106227, -0.323641, 0.162111, 0.296021, 0.021101, -0.0708104, 0.0170682, 0.407724, 1.90353, -27.3147, 1.97063, 1.91687, -27.2456, 27.3839, 0.0039433, 0.0351622, -0.0247302, 6.86644, 6.70395, 7.00584, 6.80772, 0.471055, 0.463479, 0.477504, 0.468325, 
[2024-10-16 17:54:36.977310] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8031] , 19.9765, 498, 0.0126714, -0.0394235, -0.885431, -0.0405511, -0.00592446, -0.138129, -0.000725272, 0.0565987, 0.0107512, -0.0113453, -0.031044, 0.0123371, 0, 0, -1, 0, 0, 0, 0.0800532, -0.078124, 0, -0.0772555, -0.158643, 0, -0.0772555, -0.158643, -0.00011506, -1.16467, 4.26144, 0.000474083, 0.0126714, -0.0394235, 0.114569, -0.069592, -0.114246, 0.437858, -0.0405511, -0.00592446, -0.138129, -0.0807785, 0.134723, 0.0107512, -0.324349, 0.163399, 0.296127, 0.0659102, 0.127599, 0.0124522, 0.564253, 2.17703, -27.3009, 2.13106, 2.19059, -27.2224, 27.3934, -0.00266586, 0.0287239, -0.0227551, 6.87207, 6.71274, 6.9719, 6.83666, 0.471316, 0.46389, 0.475938, 0.469671, 
[2024-10-16 17:54:36.987369] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8038] , 19.9865, 515, 0.0118668, -0.040231, -0.887213, -0.0586527, 0.00414771, -0.125085, -0.000275785, 0.0549132, 0.0112012, 0.0219316, -0.124308, 0.0402548, 0, 0, -1, 0, 0, 0, 0.0730027, -0.0900723, 0, 0.0729228, -0.32968, 0, 0.0729228, -0.32968, -9.09208e-05, -1.17643, 2.92065, 0.00135166, 0.0118668, -0.040231, 0.112787, -0.0694653, -0.114641, 0.439004, -0.0586527, 0.00414771, -0.125085, -0.0732785, 0.144985, 0.0112012, -0.325156, 0.164746, 0.296234, -0.0509912, 0.205372, 0.0403457, 0.945288, 2.01674, -27.5169, 2.47664, 2.01358, -27.4217, 27.6069, 0.0111289, -0.0116498, -0.0363877, 6.75726, 6.86727, 6.98643, 6.99589, 0.465972, 0.471093, 0.476609, 0.477046, 
[2024-10-16 17:54:36.997281] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8044] , 19.9965, 491, 0.0118668, -0.040231, -0.887213, -0.0586527, 0.00414771, -0.125085, -0.000275785, 0.0549132, 0.0112012, 0.0219316, -0.124308, 0.0402548, 0, 0, -1, 0, 0, 0, 0.0730381, -0.0900482, 0, 0.0145244, -0.543361, 0, 0.0145244, -0.543361, -0.000149851, -0.327977, 0.543509, 0.00176245, 0.0118668, -0.040231, 0.112787, -0.0693466, -0.115043, 0.440131, -0.0586527, 0.00414771, -0.125085, -0.0733139, 0.144961, 0.0112012, -0.325889, 0.166196, 0.296346, 0.00740723, 0.419053, 0.0404046, 0.944852, 2.01821, -27.5238, 2.4766, 2.01507, -27.4286, 27.6138, 0.0288248, -0.0848794, -0.0358276, 6.53266, 7.09811, 6.83901, 7.14405, 0.455418, 0.481751, 0.469781, 0.483859, 
[2024-10-16 17:54:37.007273] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [8050] , 20.0065, 490, 0.0106978, -0.0410887, -0.888712, -0.0430397, 0.00133394, -0.108182, 0.000532516, 0.0518586, 0.0118529, 0.0524396, -0.123261, 0.04158, 0, 0, -1, 0, 0, 0, 0.0747435, -0.0773579, 0, -0.0129276, -0.550058, 0, -0.0129276, -0.550058, 0.000292915, 0.171362, -2.17653, 0.00140894, 0.0106978, -0.0410887, 0.111288, -0.0692279, -0.115445, 0.441259, -0.0430397, 0.00133394, -0.108182, -0.074211, 0.129216, 0.0118529, -0.326622, 0.167645, 0.296459, 0.0653672, 0.426796, 0.0412871, 0.685665, 2.11, -27.8591, 2.15376, 2.08693, -27.7859, 27.9473, 0.0359269, -0.138008, -0.0367387, 6.46153, 7.33148, 6.80444, 7.34982, 0.452046, 0.49242, 0.468172, 0.493254, 
